"PeakID (cmd=annotatePeaks.pl clp_cd8_H3K4me3.txt mm10 -size -500,500)",Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
clp_H3K4me3_1_peak_13416,chr6,115807943,115808943,+,164,NA,promoter-TSS (NR_028546),promoter-TSS (NR_028546),300,NM_172086,19951,Mm.104368,NM_172086,ENSMUSG00000057841,Rpl32,AU020185|rpL32-3A,ribosomal protein L32,protein-coding
clp_H3K4me3_1_peak_1197,chr10,29312598,29313598,+,163,NA,promoter-TSS (NM_025855),promoter-TSS (NM_025855),-68,NM_001110195,52665,Mm.28930,NM_025855,ENSMUSG00000019883,Echdc1,1700028A24Rik|AI314462|AI930038|D10Ertd667e|MMCD,enoyl Coenzyme A hydratase domain containing 1,protein-coding
clp_H3K4me3_1_peak_12445,chr5,121618620,121619620,+,163,NA,promoter-TSS (NM_178799),promoter-TSS (NM_178799),-182,NM_178799,338350,Mm.482918,NM_178799,ENSMUSG00000042647,Acad12,9330129D05Rik,"acyl-Coenzyme A dehydrogenase family, member 12",protein-coding
clp_H3K4me3_1_peak_4829,chr14,31000938,31001938,+,163,NA,promoter-TSS (NM_001165930),promoter-TSS (NM_001165930),5,NM_029626,76485,Mm.8766,NM_029626,ENSMUSG00000021916,Glt8d1,2410004H05Rik|5430414N14Rik|AI450005,glycosyltransferase 8 domain containing 1,protein-coding
clp_H3K4me3_1_peak_9348,chr2,130283983,130284983,+,163,NA,promoter-TSS (NM_130884),promoter-TSS (NM_130884),-32,NM_130884,170718,Mm.29590,NM_130884,ENSMUSG00000027406,Idh3b,C78231,isocitrate dehydrogenase 3 (NAD+) beta,protein-coding
clp_H3K4me3_1_peak_10547,chr3,142765109,142766109,+,163,NA,"intron (NM_145546, intron 1 of 6)","intron (NM_145546, intron 1 of 6)",362,NM_145546,229906,Mm.271756,NM_145546,ENSMUSG00000028271,Gtf2b,-,general transcription factor IIB,protein-coding
clp_H3K4me3_1_peak_3605,chr12,69582289,69583289,+,163,NA,TTS (NM_001135559),TTS (NM_001135559),239,NM_001033236,207965,Mm.102487,NM_001033236,ENSMUSG00000049882,Vcpkmt,Gm71|Mettl21d|Mettl221d|VCP-KMT,valosin containing protein lysine (K) methyltransferase,protein-coding
clp_H3K4me3_1_peak_12558,chr5,129715098,129716098,+,163,NA,"intron (NM_001356957, intron 1 of 3)",CpG,101,NM_025450,66258,Mm.249809,NM_025450,ENSMUSG00000034211,Mrps17,1810006P02Rik|Mprs17,mitochondrial ribosomal protein S17,protein-coding
clp_H3K4me3_1_peak_1319,chr10,57486378,57487378,+,163,NA,promoter-TSS (NR_045353),promoter-TSS (NR_045353),493,NM_008297,15500,Mm.261395,NM_008297,ENSMUSG00000019878,Hsf2,AI661205,heat shock factor 2,protein-coding
clp_H3K4me3_1_peak_14681-2,chr7,126976015,126977015,+,163,NA,promoter-TSS (NM_001362232),promoter-TSS (NM_001362232),601,NM_026638,52858,Mm.28219,NM_026638,ENSMUSG00000030682,Cdipt,9530042F15Rik|D7Bwg0575e|Pis|Pis1,CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase),protein-coding
clp_H3K4me3_1_peak_14681,chr7,126976015,126977015,+,163,NA,promoter-TSS (NM_001362232),promoter-TSS (NM_001362232),601,NM_026638,52858,Mm.28219,NM_026638,ENSMUSG00000030682,Cdipt,9530042F15Rik|D7Bwg0575e|Pis|Pis1,CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase),protein-coding
clp_H3K4me3_1_peak_1834,chr10,120226794,120227794,+,163,NA,"intron (NM_025431, intron 1 of 2)",CpG,234,NM_025431,66225,Mm.291755,NM_025431,ENSMUSG00000020224,Llph,1190005P17Rik,"LLP homolog, long-term synaptic facilitation (Aplysia)",protein-coding
clp_H3K4me3_1_peak_16670,chrUn_JH584304,103047,104047,+,163,NA,Intergenic,GSAT_MM|Satellite|Satellite,-43858,NR_003518,66776,Mm.247625,NR_003518,,Pisd-ps3,4933439C20Rik,"phosphatidylserine decarboxylase, pseudogene 3",pseudo
clp_H3K4me3_1_peak_15328,chr8,83652503,83653503,+,163,NA,"intron (NM_018771, intron 1 of 6)","intron (NM_018771, intron 1 of 6)",325,NM_018771,67903,Mm.20945,NM_018771,ENSMUSG00000019433,Gipc1,GIPC|Glut1CIP|Rgs19ip1|Semcap1|TIP-2|TaxIP2,"GIPC PDZ domain containing family, member 1",protein-coding
clp_H3K4me3_1_peak_16495,chr9,108339373,108340373,+,163,NA,"exon (NM_008160, exon 2 of 2)","exon (NM_008160, exon 2 of 2)",793,NM_008160,14775,Mm.1090,NM_008160,ENSMUSG00000063856,Gpx1,AI195024|AL033363|CGPx|GPx-1|GSHPx-1|Gpx,glutathione peroxidase 1,protein-coding
clp_H3K4me3_1_peak_13466,chr6,120835844,120836844,+,163,NA,"5' UTR (NM_153516, exon 1 of 7)","5' UTR (NM_153516, exon 1 of 7)",114,NM_153516,94044,Mm.27990,NM_153516,ENSMUSG00000009112,Bcl2l13,BCL-RAMBO|E430016C20Rik|Mil-1|Mil1,BCL2-like 13 (apoptosis facilitator),protein-coding
clp_H3K4me3_1_peak_12827,chr5,150664785,150665785,+,163,NA,"intron (NM_201369, intron 1 of 5)",CpG,327,NM_201369,381695,Mm.246934,NM_201369,ENSMUSG00000029655,N4bp2l2,2700092H06Rik|Gm38758|zag1,NEDD4 binding protein 2-like 2,protein-coding
clp_H3K4me3_1_peak_4287,chr13,49652973,49653973,+,163,NA,promoter-TSS (NM_025495),promoter-TSS (NM_025495),395,NM_001271397,70930,Mm.258915,NM_001081350,ENSMUSG00000021392,Nol8,4921532D18Rik|5730412B09Rik,nucleolar protein 8,protein-coding
clp_H3K4me3_1_peak_4606,chr13,104227850,104228850,+,163,NA,promoter-TSS (NM_181061),promoter-TSS (NM_181061),-261,NM_181061,60411,Mm.281498,NM_021790,ENSMUSG00000021714,Cenpk,B130045K24Rik|BB232189|C530004N04Rik|Cenp-K|Solt|Solzt,centromere protein K,protein-coding
clp_H3K4me3_1_peak_6316,chr16,55933759,55934759,+,163,NA,"intron (NM_001159364, intron 1 of 3)",CpG,589,NM_028815,74201,Mm.178427,NM_028815,ENSMUSG00000022604,Cep97,2810403B08Rik|4932439K18Rik|AA437768|E130116N02Rik|Lrriq2,centrosomal protein 97,protein-coding
clp_H3K4me3_1_peak_1724,chr10,94198578,94199578,+,163,NA,promoter-TSS (NM_025551),promoter-TSS (NM_025551),43,NM_001364691,66414,Mm.27886,NM_025551,ENSMUSG00000020022,Ndufa12,2410011G03Rik|AW112974|CI-B17.2|CIB17.2,NADH:ubiquinone oxidoreductase subunit A12,protein-coding
clp_H3K4me3_1_peak_9184,chr2,118814025,118815025,+,163,NA,"intron (NM_026412, intron 2 of 8)",CpG-8406,522,NM_026412,51944,Mm.252695,NM_026412,ENSMUSG00000027331,Knstrn,1700025D04Rik|C15orf23|D2Ertd750e|SKAP|Traf4af1,kinetochore-localized astrin/SPAG5 binding,protein-coding
clp_H3K4me3_1_peak_3571,chr12,59066901,59067901,+,163,NA,"intron (NM_008891, intron 1 of 8)",CpG,482,NM_008891,18949,Mm.22347,NM_008891,ENSMUSG00000020994,Pnn,AU045199|D12Ertd512e,pinin,protein-coding
clp_H3K4me3_1_peak_6464,chr16,94525645,94526645,+,163,NA,"intron (NM_007834, intron 1 of 7)","intron (NM_007834, intron 1 of 7)",484,NM_007834,13185,Mm.7472,NM_007834,ENSMUSG00000022898,Vps26c,AW538125|Dcra|Dscr3,VPS26 endosomal protein sorting factor C,protein-coding
clp_H3K4me3_1_peak_12835,chr6,3498275,3499275,+,163,NA,"intron (NM_001167751, intron 1 of 26)","intron (NM_001167751, intron 1 of 26)",382,NM_001167750,73288,Mm.45539,NM_024260,ENSMUSG00000001376,Vps50,1700034M03Rik|8430415E05Rik|BLM|C87205|Ccdc132|mKIAA1861,VPS50 EARP/GARPII complex subunit,protein-coding
clp_H3K4me3_1_peak_1319-2,chr10,57486378,57487378,+,163,NA,promoter-TSS (NR_045353),promoter-TSS (NR_045353),493,NM_008297,15500,Mm.261395,NM_008297,ENSMUSG00000019878,Hsf2,AI661205,heat shock factor 2,protein-coding
clp_H3K4me3_1_peak_2705,chr11,82780452,82781452,+,162,NA,promoter-TSS (NM_001291246),promoter-TSS (NM_001291246),90,NR_126068,100503272,Mm.486964,NR_126067,ENSMUSG00000085175,Gm11423,-,predicted gene 11423,ncRNA
clp_H3K4me3_1_peak_4892,chr14,47276929,47277929,+,162,NA,promoter-TSS (NM_172598),promoter-TSS (NM_172598),286,NM_080843,67296,Mm.23957,NM_080843,ENSMUSG00000048379,Socs4,3110032M18Rik|A730004F22Rik|AI427843|AU015727|AU015859|Socs7,suppressor of cytokine signaling 4,protein-coding
clp_H3K4me3_1_peak_14790,chr7,137410176,137411176,+,162,NA,promoter-TSS (NM_029886),promoter-TSS (NM_029886),80,NM_029886,77252,Mm.29184,NM_029886,ENSMUSG00000040139,9430038I01Rik,-,RIKEN cDNA 9430038I01 gene,protein-coding
clp_H3K4me3_1_peak_2184,chr11,40754535,40755535,+,162,NA,"5' UTR (NM_009831, exon 1 of 6)","5' UTR (NM_009831, exon 1 of 6)",251,NM_009831,12450,Mm.2103,NM_009831,ENSMUSG00000020326,Ccng1,AI314029,cyclin G1,protein-coding
clp_H3K4me3_1_peak_508-2,chr1,106795686,106796686,+,162,NA,"intron (NM_009190, intron 1 of 10)","intron (NM_009190, intron 1 of 10)",539,NM_009190,20479,Mm.18705,NM_009190,ENSMUSG00000009907,Vps4b,8030489C12Rik|Skd1,vacuolar protein sorting 4B,protein-coding
clp_H3K4me3_1_peak_16410,chr9,103201287,103202287,+,162,NA,"intron (NM_009275, intron 1 of 6)",CpG,278,NM_009275,20818,Mm.273053,NM_009275,ENSMUSG00000032553,Srprb,AA409543,"signal recognition particle receptor, B subunit",protein-coding
clp_H3K4me3_1_peak_391,chr1,86064146,86065146,+,162,NA,promoter-TSS (NM_027357),promoter-TSS (NM_027357),27,NM_027357,70247,Mm.280013,NM_027357,ENSMUSG00000026229,Psmd1,2410026J11Rik|P112|S1,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",protein-coding
clp_H3K4me3_1_peak_14964,chr8,22185125,22186125,+,162,NA,"intron (NM_001004140, intron 1 of 8)",CpG,194,NM_001004140,80986,Mm.22448,NM_001004140,ENSMUSG00000037725,Ckap2,AI461656|AW228814|LB1,cytoskeleton associated protein 2,protein-coding
clp_H3K4me3_1_peak_508,chr1,106795686,106796686,+,162,NA,"intron (NM_009190, intron 1 of 10)","intron (NM_009190, intron 1 of 10)",539,NM_009190,20479,Mm.18705,NM_009190,ENSMUSG00000009907,Vps4b,8030489C12Rik|Skd1,vacuolar protein sorting 4B,protein-coding
clp_H3K4me3_1_peak_9164,chr2,114174544,114175544,+,161,NA,"intron (NM_001290788, intron 1 of 33)","intron (NM_001290788, intron 1 of 33)",295,NM_001290788,11834,Mm.2545,NM_009702,ENSMUSG00000040383,Aqr,AW495846|mKIAA0560,aquarius,protein-coding
clp_H3K4me3_1_peak_7717,chr18,68300145,68301145,+,161,NA,promoter-TSS (NM_153794),promoter-TSS (NM_153794),225,NM_001361003,67897,Mm.27544,NM_026440,ENSMUSG00000009535,Rnmt,2610002P10Rik|AI848273|Rg7mt1|mKIAA0398,RNA (guanine-7-) methyltransferase,protein-coding
clp_H3K4me3_1_peak_16756,chrX,36795758,36796758,+,161,NA,"intron (NM_007451, intron 1 of 3)",CpG,661,NM_007451,11740,Mm.371544,NM_007451,ENSMUSG00000016319,Slc25a5,Ant2,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5",protein-coding
clp_H3K4me3_1_peak_10874,chr4,53825950,53826950,+,161,NA,"intron (NM_028053, intron 1 of 5)","intron (NM_028053, intron 1 of 5)",405,NM_028053,52076,Mm.27184,NM_028053,ENSMUSG00000028420,Tmem38b,1600017F22Rik|AA437809|AV051057|D4Ertd89e|TRIC-B|mg33b,transmembrane protein 38B,protein-coding
clp_H3K4me3_1_peak_6192,chr16,32913765,32914765,+,161,NA,"exon (NM_001310673, exon 1 of 19)","exon (NM_001310673, exon 1 of 19)",165,NM_001081255,70144,Mm.491178,NM_001081255,ENSMUSG00000022801,Lrch3,2210409B11Rik|AW215594|Gm1742,leucine-rich repeats and calponin homology (CH) domain containing 3,protein-coding
clp_H3K4me3_1_peak_15628,chr8,119604455,119605455,+,161,NA,"intron (NM_021441, intron 1 of 14)","intron (NM_021441, intron 1 of 14)",285,NM_021441,21341,Mm.41977,NM_021441,ENSMUSG00000031832,Taf1c,Tafi95|mTAFI95,"TATA-box binding protein associated factor, RNA polymerase I, C",protein-coding
clp_H3K4me3_1_peak_3081,chr11,103966530,103967530,+,161,NA,"5' UTR (NM_007477, exon 1 of 5)","5' UTR (NM_007477, exon 1 of 5)",159,NM_007477,11841,Mm.5061,NM_007477,ENSMUSG00000062421,Arf2,-,ADP-ribosylation factor 2,protein-coding
clp_H3K4me3_1_peak_15651,chr8,121828976,121829976,+,161,NA,promoter-TSS (NM_145605),promoter-TSS (NM_145605),93,NM_145605,234825,Mm.209329,NM_145605,ENSMUSG00000040263,Klhdc4,AA408426|AV352552|BC012312|G430025P05Rik,kelch domain containing 4,protein-coding
clp_H3K4me3_1_peak_5741,chr15,85859417,85860417,+,161,NA,promoter-TSS (NM_013882),promoter-TSS (NM_013882),-29,NM_013882,29870,Mm.20858,NM_013882,ENSMUSG00000022385,Gtse1,B99|Gtse-1,G two S phase expressed protein 1,protein-coding
clp_H3K4me3_1_peak_5598,chr15,78983012,78984012,+,161,NA,"intron (NM_001024716, intron 1 of 13)","intron (NM_001024716, intron 1 of 13)",456,NM_001024716,110253,Mm.123714,NM_138579,ENSMUSG00000033088,Triobp,AI428493|EST478828|Tara|mKIAA1662,TRIO and F-actin binding protein,protein-coding
clp_H3K4me3_1_peak_2206,chr11,46437026,46438026,+,161,NA,"intron (NM_001104556, intron 1 of 1)",CpG,565,NM_025426,66213,Mm.24159,NM_025426,ENSMUSG00000020397,Med7,1110063B05Rik|Crsp33|Crsp9,mediator complex subunit 7,protein-coding
clp_H3K4me3_1_peak_13161,chr6,71830746,71831746,+,161,NA,promoter-TSS (NM_001253688),promoter-TSS (NM_001253688),-74,NM_029673,76614,Mm.235123,NM_029673,ENSMUSG00000052337,Immt,1700082C19Rik|D830041H16Rik|HMP|Micos60|P87|P87/89|P89,"inner membrane protein, mitochondrial",protein-coding
clp_H3K4me3_1_peak_4023,chr13,13953559,13954559,+,161,NA,promoter-TSS (NR_155555),promoter-TSS (NR_155555),-615,NM_001362405,97884,Mm.21686,NM_178640,ENSMUSG00000039242,B3galnt2,A930105D20Rik|C80633|D230016N13Rik,"UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2",protein-coding
clp_H3K4me3_1_peak_1325,chr10,58255388,58256388,+,161,NA,"intron (NM_027375, intron 2 of 22)","intron (NM_027375, intron 2 of 22)",362,NM_027375,70297,Mm.25531,NM_027375,ENSMUSG00000038039,Gcc2,0610043A03Rik|2210420P05Rik|2600014C01Rik|AW112121|mKIAA0336,GRIP and coiled-coil domain containing 2,protein-coding
clp_H3K4me3_1_peak_9951,chr3,57650968,57651968,+,161,NA,"exon (NM_175095, exon 2 of 5)","exon (NM_175095, exon 2 of 5)",216,NM_175095,52245,Mm.21901,NM_175095,ENSMUSG00000036513,Commd2,1190017G07Rik|AI047739|D3Ertd176e|HSPC042,COMM domain containing 2,protein-coding
clp_H3K4me3_1_peak_1499,chr10,78412096,78413096,+,161,NA,"intron (NM_010925, intron 1 of 12)","intron (NM_010925, intron 1 of 12)",447,NM_010925,18114,Mm.38344,NM_010925,ENSMUSG00000061032,Rrp1,AL033305|AL033306|AU018604|NNP-1|Nnp1,ribosomal RNA processing 1 homolog (S. cerevisiae),protein-coding
clp_H3K4me3_1_peak_1362,chr10,61680194,61681194,+,161,NA,promoter-TSS (NR_126477),promoter-TSS (NR_126477),-404,NR_126477,75539,,NR_126477,,1700022H01Rik,-,RIKEN cDNA 1700022H01 gene,ncRNA
clp_H3K4me3_1_peak_11902,chr5,33273838,33274838,+,161,NA,"intron (NM_001198860, intron 1 of 9)",CpG,666,NM_001310535,13016,Mm.7286,NM_013502,ENSMUSG00000037373,Ctbp1,BARS|CtBP3/BARS|D4S115h|D5H4S115|D5H4S115E,C-terminal binding protein 1,protein-coding
clp_H3K4me3_1_peak_1499-2,chr10,78412096,78413096,+,161,NA,"intron (NM_010925, intron 1 of 12)","intron (NM_010925, intron 1 of 12)",447,NM_010925,18114,Mm.38344,NM_010925,ENSMUSG00000061032,Rrp1,AL033305|AL033306|AU018604|NNP-1|Nnp1,ribosomal RNA processing 1 homolog (S. cerevisiae),protein-coding
clp_H3K4me3_1_peak_2022,chr11,6267125,6268125,+,161,NA,"intron (NM_026538, intron 1 of 13)",CpG-1708,104,NM_026538,52513,Mm.29810,NM_026538,ENSMUSG00000004393,Ddx56,2600001H07Rik|D11Ertd619e|Noh61,DEAD (Asp-Glu-Ala-Asp) box polypeptide 56,protein-coding
clp_H3K4me3_1_peak_4105,chr13,23453330,23454330,+,160,NA,Intergenic,Intergenic,12071,NM_013483,12231,Mm.1420,NM_013483,ENSMUSG00000000706,Btn1a1,Btn,"butyrophilin, subfamily 1, member A1",protein-coding
clp_H3K4me3_1_peak_11789,chr5,23850330,23851330,+,160,NA,"intron (NR_045040, intron 1 of 3)",CpG,233,NR_045040,67194,Mm.423733,NR_045040,ENSMUSG00000097180,2700038G22Rik,-,RIKEN cDNA 2700038G22 gene,ncRNA
clp_H3K4me3_1_peak_13944,chr7,27838039,27839039,+,160,NA,promoter-TSS (NM_011762),promoter-TSS (NM_011762),-45,NM_011762,22717,Mm.379046,NM_011762,ENSMUSG00000078779,Zfp59,Mfg-2|Mfg2,zinc finger protein 59,protein-coding
clp_H3K4me3_1_peak_11140,chr4,116597431,116598431,+,160,NA,promoter-TSS (NR_029450),promoter-TSS (NR_029450),-301,NR_029450,654318,Mm.255685,NR_029450,ENSMUSG00000085408,C530005A16Rik,D930044c15rik,RIKEN cDNA C530005A16 gene,ncRNA
clp_H3K4me3_1_peak_13725,chr7,4876911,4877911,+,160,NA,"intron (NM_001101598, intron 1 of 5)","intron (NM_001101598, intron 1 of 5)",358,NM_001101598,664994,Mm.302624,NM_001101598,ENSMUSG00000086784,Isoc2a,Isoc2,isochorismatase domain containing 2a,protein-coding
clp_H3K4me3_1_peak_1949,chr10,128704111,128705111,+,160,NA,"intron (NM_016756, intron 1 of 6)",CpG,440,NM_016756,12566,Mm.111326,NM_016756,ENSMUSG00000025358,Cdk2,A630093N05Rik,cyclin-dependent kinase 2,protein-coding
clp_H3K4me3_1_peak_14267,chr7,68129040,68130040,+,160,NA,"intron (NM_010513, intron 2 of 20)","intron (NM_010513, intron 2 of 20)",134693,NM_030101,78444,Mm.425468,NM_030101,ENSMUSG00000030553,Pgpep1l,C330024D12Rik,pyroglutamyl-peptidase I-like,protein-coding
clp_H3K4me3_1_peak_10873,chr4,53713745,53714745,+,160,NA,promoter-TSS (NR_156448),promoter-TSS (NR_156448),91,NM_001363128,246179,Mm.247210,NM_139309,ENSMUSG00000028414,Fktn,D830030O17Rik|Fcmd,fukutin,protein-coding
clp_H3K4me3_1_peak_14883,chr8,3467168,3468168,+,160,NA,promoter-TSS (NM_001368376),promoter-TSS (NM_001368376),-20,NM_001368376,69129,Mm.45279,NM_026951,ENSMUSG00000069633,Pex11g,1810022F11Rik|1810049N02Rik|Pex11c|Pex11gamma,peroxisomal biogenesis factor 11 gamma,protein-coding
clp_H3K4me3_1_peak_13247,chr6,86371477,86372477,+,160,NA,"intron (NM_026506, intron 1 of 3)",PB1D7|SINE|Alu,437,NM_026506,68011,Mm.276802,NM_026506,ENSMUSG00000057278,Snrpg,2810024K17Rik|AL022803|SMG|sm-G|snRNP-G,small nuclear ribonucleoprotein polypeptide G,protein-coding
clp_H3K4me3_1_peak_8004,chr19,8785645,8786645,+,160,NA,"intron (NM_001177798, intron 1 of 11)",CpG,171,NM_146092,225895,Mm.220886,NM_146092,ENSMUSG00000003680,Taf6l,2810417N14Rik|BB223262|C530024J06Rik|Paf65a,TATA-box binding protein associated factor 6 like,protein-coding
clp_H3K4me3_1_peak_14764,chr7,131560285,131561285,+,160,NA,"exon (NM_001317350, exon 2 of 8)","exon (NM_001317350, exon 2 of 8)",291,NM_001317350,12237,Mm.927,NM_009774,ENSMUSG00000066979,Bub3,AU019800|AU021329|AU043350|AW146323|C78067,BUB3 mitotic checkpoint protein,protein-coding
clp_H3K4me3_1_peak_11866,chr5,31153848,31154848,+,160,NA,promoter-TSS (NM_001294322),promoter-TSS (NM_001294322),-97,NM_001310528,17527,Mm.271923,NM_008622,ENSMUSG00000107283,Mpv17,Tg.Mpv17,MpV17 mitochondrial inner membrane protein,protein-coding
clp_H3K4me3_1_peak_15724,chr8,125733743,125734743,+,159,NA,promoter-TSS (NM_025636),promoter-TSS (NM_025636),40,NM_025636,66566,Mm.25296,NM_025636,ENSMUSG00000031851,Ntpcr,2310079N02Rik|AI449709,"nucleoside-triphosphatase, cancer-related",protein-coding
clp_H3K4me3_1_peak_12119-2,chr5,76974111,76975111,+,159,NA,promoter-TSS (NM_025691),promoter-TSS (NM_025691),-90,NM_025691,66661,Mm.296976,NM_025691,ENSMUSG00000036323,Srp72,5730576P14Rik|72kDa|AI132477|BC019196|C77589,signal recognition particle 72,protein-coding
clp_H3K4me3_1_peak_2979-2,chr11,99229863,99230863,+,159,NA,"intron (NM_020618, intron 1 of 10)",CpG,654,NM_020618,57376,Mm.379086,NM_020618,ENSMUSG00000037935,Smarce1,2810417B20Rik|5830412H02Rik|9030408N19Rik|Baf27,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",protein-coding
clp_H3K4me3_1_peak_5024,chr14,57998402,57999402,+,159,NA,"intron (NM_028643, intron 1 of 11)",CpG,360,NM_028643,68514,Mm.26834,NM_028643,ENSMUSG00000021973,Micu2,1110008L20Rik|4833427E09Rik|AU041871|Efha1|Smhs2,mitochondrial calcium uptake 2,protein-coding
clp_H3K4me3_1_peak_10374-2,chr3,108210094,108211094,+,159,NA,promoter-TSS (NM_175183),promoter-TSS (NM_175183),-67,NM_175183,72522,Mm.187326,NM_175183,ENSMUSG00000048997,Atxn7l2,2610528J18Rik,ataxin 7-like 2,protein-coding
clp_H3K4me3_1_peak_12842,chr6,5297286,5298286,+,159,NA,"intron (NM_183308, intron 1 of 8)","intron (NM_183308, intron 1 of 8)",554,NM_183308,330260,Mm.126984,NM_183308,ENSMUSG00000032667,Pon2,6330405I24Rik|AI481612,paraoxonase 2,protein-coding
clp_H3K4me3_1_peak_16678,chrX,7697050,7698050,+,159,NA,"intron (NM_173747, intron 1 of 10)",PB1D10|SINE|Alu,416,NM_173747,209416,Mm.148753,NM_173747,ENSMUSG00000031148,Gpkow,4432411B18|DXErtd697e|DXImx41e|T54,G patch domain and KOW motifs,protein-coding
clp_H3K4me3_1_peak_2105,chr11,22981452,22982452,+,159,NA,"intron (NM_144514, intron 1 of 2)","intron (NM_144514, intron 1 of 2)",332,NM_144514,17846,Mm.259903,NM_144514,ENSMUSG00000051355,Commd1,AI256843|Murr1|U2/Mu,COMM domain containing 1,protein-coding
clp_H3K4me3_1_peak_10374,chr3,108210094,108211094,+,159,NA,promoter-TSS (NM_175183),promoter-TSS (NM_175183),-67,NM_175183,72522,Mm.187326,NM_175183,ENSMUSG00000048997,Atxn7l2,2610528J18Rik,ataxin 7-like 2,protein-coding
clp_H3K4me3_1_peak_12867,chr6,17064967,17065967,+,159,NA,"intron (NM_207176, intron 1 of 6)",CpG,318,NM_207176,21753,Mm.436548,NM_011570,ENSMUSG00000029552,Tes,D6Ertd352e|TESS|Tes1|Tes2|testin2,testis derived transcript,protein-coding
clp_H3K4me3_1_peak_2979,chr11,99229863,99230863,+,159,NA,"intron (NM_020618, intron 1 of 10)",CpG,654,NM_020618,57376,Mm.379086,NM_020618,ENSMUSG00000037935,Smarce1,2810417B20Rik|5830412H02Rik|9030408N19Rik|Baf27,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",protein-coding
clp_H3K4me3_1_peak_12119,chr5,76974111,76975111,+,159,NA,promoter-TSS (NM_025691),promoter-TSS (NM_025691),-90,NM_025691,66661,Mm.296976,NM_025691,ENSMUSG00000036323,Srp72,5730576P14Rik|72kDa|AI132477|BC019196|C77589,signal recognition particle 72,protein-coding
clp_H3K4me3_1_peak_2654,chr11,78245120,78246120,+,159,NA,promoter-TSS (NM_001359106),promoter-TSS (NM_001359106),83,NM_009297,20926,Mm.20755,NM_009297,ENSMUSG00000002052,Supt6,5131400N11Rik|AI132449|SPT6|Supt6h|mKIAA0162,suppressor of Ty 6,protein-coding
clp_H3K4me3_1_peak_2654-2,chr11,78245120,78246120,+,159,NA,promoter-TSS (NM_001359106),promoter-TSS (NM_001359106),83,NM_009297,20926,Mm.20755,NM_009297,ENSMUSG00000002052,Supt6,5131400N11Rik|AI132449|SPT6|Supt6h|mKIAA0162,suppressor of Ty 6,protein-coding
clp_H3K4me3_1_peak_2666,chr11,78549734,78550734,+,159,NA,"intron (NM_133706, intron 1 of 2)","intron (NM_133706, intron 1 of 2)",501,NM_133706,69071,Mm.29431,NM_133706,ENSMUSG00000037278,Tmem97,1810014L12Rik|AI115531|AL022956|D11Bhm182e,transmembrane protein 97,protein-coding
clp_H3K4me3_1_peak_16364,chr9,95954529,95955529,+,159,NA,"intron (NM_001311130, intron 1 of 41)",CpG,269,NM_011916,24127,Mm.291179,NM_011916,ENSMUSG00000032410,Xrn1,Dhm2|exo|mXrn1,5'-3' exoribonuclease 1,protein-coding
clp_H3K4me3_1_peak_10573,chr3,146499880,146500880,+,159,NA,promoter-TSS (NM_027617),promoter-TSS (NM_027617),544,NM_010318,14707,Mm.140804,NM_010318,ENSMUSG00000068523,Gng5,G(y)5,"guanine nucleotide binding protein (G protein), gamma 5",protein-coding
clp_H3K4me3_1_peak_78,chr1,24678455,24679455,+,159,NA,promoter-TSS (NM_001310483),promoter-TSS (NM_001310483),37,NM_001310483,68421,Mm.336563,NM_026719,ENSMUSG00000073725,Lmbrd1,0910001K20Rik|AV347960,LMBR1 domain containing 1,protein-coding
