PeakID (cmd=annotatePeaks.pl clp_nocd8_H3K4me3.txt mm10 -size -500,500)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
clp_H3K4me3_1_peak_4790-2	chr14	24490766	24491766	+	123	NA	intron (NM_001360586, intron 1 of 5)	intron (NM_001360586, intron 1 of 5)	513	NM_001360586	20088	Mm.16775	NM_011297	ENSMUSG00000025290	Rps24	-	ribosomal protein S24	protein-coding
clp_H3K4me3_1_peak_6617	chr17	23564030	23565030	+	123	NA	promoter-TSS (NM_001033496)	promoter-TSS (NM_001033496)	-304	NM_001033496	449521	Mm.268582	NM_001033496	ENSMUSG00000071256	Zfp213	BC038178|D17Ertd197e	zinc finger protein 213	protein-coding
clp_H3K4me3_1_peak_6599	chr17	21845058	21846058	+	123	NA	intron (NM_029281, intron 1 of 4)	intron (NM_029281, intron 1 of 4)	201	NM_029281	75424	Mm.271252	NM_029281	ENSMUSG00000069743	Zfp820	2610036F08Rik	zinc finger protein 820	protein-coding
clp_H3K4me3_1_peak_5627	chr15	80083279	80084279	+	123	NA	promoter-TSS (NM_013762)	promoter-TSS (NM_013762)	-373	NM_013762	27367	Mm.290771	NM_013762	ENSMUSG00000060036	Rpl3	F2|J1	ribosomal protein L3	protein-coding
clp_H3K4me3_1_peak_2023	chr11	6273851	6274851	+	123	NA	intron (NM_134020, intron 2 of 4)	CpG	486	NM_134020	103694	Mm.254495	NM_134020	ENSMUSG00000004394	Tmed4	1110014L17Rik|AI326346	transmembrane p24 trafficking protein 4	protein-coding
clp_H3K4me3_1_peak_7236	chr17	72837283	72838283	+	123	NA	promoter-TSS (NM_001357371)	promoter-TSS (NM_001357371)	247	NM_001357368	383295	Mm.277533	NM_027166	ENSMUSG00000039770	Ypel5	2310076K21Rik|CGI-127	yippee like 5	protein-coding
clp_H3K4me3_1_peak_6022	chr16	13754435	13755435	+	123	NA	exon (NM_001357954, exon 1 of 1)	exon (NM_001357954, exon 1 of 1)	371	NM_001357954	432999	Mm.60430	NM_001357954		A930007A09Rik	-	RIKEN cDNA A930007A09 gene	protein-coding
clp_H3K4me3_1_peak_6159	chr16	31199947	31200947	+	123	NA	intron (NM_030138, intron 1 of 22)	CpG	791	NM_030138	78618	Mm.274646	NM_030138	ENSMUSG00000049076	Acap2	4832442G16|9530039J15Rik|CNT-B2|Centb2|mKIAA0041	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	protein-coding
clp_H3K4me3_1_peak_15151	chr8	69183561	69184561	+	123	NA	5' UTR (NM_001370971, exon 1 of 4)	5' UTR (NM_001370971, exon 1 of 4)	137	NM_001370971								
clp_H3K4me3_1_peak_7644	chr18	58659236	58660236	+	123	NA	exon (NM_025478, exon 1 of 5)	exon (NM_025478, exon 1 of 5)	254	NM_025478	66307	Mm.182574	NM_025478	ENSMUSG00000024601	Isoc1	2610034N03Rik	isochorismatase domain containing 1	protein-coding
clp_H3K4me3_1_peak_7172	chr17	57030502	57031502	+	123	NA	intron (NM_010613, intron 1 of 17)	intron (NM_010613, intron 1 of 17)	505	NM_010613	16549	Mm.34296	NM_010613	ENSMUSG00000007670	Khsrp	6330409F21Rik|Fbp2|Fubp2|Ksrp	KH-type splicing regulatory protein	protein-coding
clp_H3K4me3_1_peak_14606	chr7	120634365	120635365	+	123	NA	promoter-TSS (NM_025899)	promoter-TSS (NM_025899)	-324	NM_025899	67003	Mm.334206	NM_025899	ENSMUSG00000030884	Uqcrc2	1500004O06Rik	ubiquinol cytochrome c reductase core protein 2	protein-coding
clp_H3K4me3_1_peak_7089-2	chr17	47909159	47910159	+	123	NA	intron (NM_028767, intron 1 of 16)	CpG	14973	NM_028767	74123	Mm.240062	NM_028767	ENSMUSG00000023991	Foxp4	1200010K03Rik|2310007G05Rik|mFKHLA	forkhead box P4	protein-coding
clp_H3K4me3_1_peak_8329-2	chr19	46327997	46328997	+	123	NA	exon (NM_133694, exon 1 of 4)	exon (NM_133694, exon 1 of 4)	313	NM_133694	68431	Mm.19973	NM_133694	ENSMUSG00000025226	Fbxl15	0710008C12Rik|Fbxo37	F-box and leucine-rich repeat protein 15	protein-coding
clp_H3K4me3_1_peak_3678	chr12	76837341	76838341	+	123	NA	intron (NM_145927, intron 1 of 11)	intron (NM_145927, intron 1 of 11)	374	NM_145927	110606	Mm.151174	NM_145927	ENSMUSG00000033373	Fntb	2010013E13Rik|AA409500	farnesyltransferase, CAAX box, beta	protein-coding
clp_H3K4me3_1_peak_4587	chr13	100744129	100745129	+	123	NA	promoter-TSS (NM_001190264)	promoter-TSS (NM_001190264)	30	NM_001190264	66128	Mm.306173	NM_025369	ENSMUSG00000061474	Mrps36	1110018B13Rik|S36mt	mitochondrial ribosomal protein S36	protein-coding
clp_H3K4me3_1_peak_1990-2	chr11	4593712	4594712	+	123	NA	intron (NM_028860, intron 1 of 17)	CpG	603	NM_028860	74302	Mm.425669	NM_028860	ENSMUSG00000034354	Mtmr3	1700092A20Rik|AI255150|AW557713|FYVE-DSP1|ZFYVE10|mKIAA0371	myotubularin related protein 3	protein-coding
clp_H3K4me3_1_peak_14755	chr7	130546329	130547329	+	123	NA	intron (NM_001162855, intron 1 of 10)	CpG	552	NM_001162855	67872	Mm.21714	NM_001162855	ENSMUSG00000040331	Nsmce4a	2410003A14Rik	NSE4 homolog A, SMC5-SMC6 complex component	protein-coding
clp_H3K4me3_1_peak_6332	chr16	57336821	57337821	+	122	NA	intron (NM_025599, intron 1 of 9)	intron (NM_025599, intron 1 of 9)	-15956	NM_001040397	78749	Mm.328360	NM_001040397	ENSMUSG00000043336	Filip1l	4631422O05Rik|Doc1	filamin A interacting protein 1-like	protein-coding
clp_H3K4me3_1_peak_13244	chr6	86364356	86365356	+	122	NA	promoter-TSS (NM_001368363)	promoter-TSS (NM_001368363)	-615	NM_001368363	66488	Mm.422972	NM_025591	ENSMUSG00000057497	Fam136a	2010309E21Rik|AW124904|Hyccin	family with sequence similarity 136, member A	protein-coding
clp_H3K4me3_1_peak_16057	chr9	54698951	54699951	+	122	NA	promoter-TSS (NM_021422)	promoter-TSS (NM_021422)	-108	NM_021422	58233	Mm.489676	NM_021422	ENSMUSG00000032285	Dnaja4	1110021L12Rik|AV358213|Dj4|Hsj4|mmDjA4	DnaJ heat shock protein family (Hsp40) member A4	protein-coding
clp_H3K4me3_1_peak_17041	chrX	151016521	151017521	+	122	NA	intron (NM_001168600, intron 1 of 15)	intron (NM_001168600, intron 1 of 15)	272	NM_001168600	237107	Mm.45987	NM_198110	ENSMUSG00000025266	Gnl3l	BC020354	guanine nucleotide binding protein-like 3 (nucleolar)-like	protein-coding
clp_H3K4me3_1_peak_3232	chr11	116167520	116168520	+	122	NA	5' UTR (NM_001364079, exon 1 of 32)	5' UTR (NM_001364079, exon 1 of 32)	158	NM_172571	217335	Mm.35241	NM_172571	ENSMUSG00000020776	Fbf1	1110033G01Rik|5930413D20|mKIAA1863	Fas (TNFRSF6) binding factor 1	protein-coding
clp_H3K4me3_1_peak_12905	chr6	28480215	28481215	+	122	NA	intron (NM_019776, intron 1 of 23)	intron (NM_019776, intron 1 of 23)	367	NM_019776	56463	Mm.439987	NM_019776	ENSMUSG00000001424	Snd1	AL033314|Tudor-SN	staphylococcal nuclease and tudor domain containing 1	protein-coding
clp_H3K4me3_1_peak_10125	chr3	89164676	89165676	+	122	NA	intron (NM_001310016, intron 1 of 19)	CpG	381	NM_001310017	105943584		NM_001310016		Gm45927	Clk2-scamp3|TU52	predicted gene, 45927	protein-coding
clp_H3K4me3_1_peak_14293	chr7	75847900	75848900	+	122	NA	promoter-TSS (NM_001122780)	promoter-TSS (NM_001122780)	62	NM_182782	207952	Mm.206223	NM_029652	ENSMUSG00000055652	Klhl25	2810402K13Rik|BC027373|Enc-1	kelch-like 25	protein-coding
clp_H3K4me3_1_peak_10014	chr3	69126971	69127971	+	122	NA	promoter-TSS (NM_008467)	promoter-TSS (NM_008467)	-379	NM_008467	16649	Mm.30601	NM_008467	ENSMUSG00000027782	Kpna4	1110058D08Rik|IPOA3	karyopherin (importin) alpha 4	protein-coding
clp_H3K4me3_1_peak_12742-2	chr5	143403261	143404261	+	122	NA	promoter-TSS (NM_025841)	promoter-TSS (NM_025841)	-59	NM_025841	66913	Mm.181880	NM_025841	ENSMUSG00000079111	Kdelr2	1110007A14Rik	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	protein-coding
clp_H3K4me3_1_peak_10168	chr3	90248002	90249002	+	122	NA	intron (NM_013901, intron 1 of 3)	intron (NM_013901, intron 1 of 3)	310	NM_013901	30791	Mm.294709	NM_013901	ENSMUSG00000052310	Slc39a1	Zip1|Zirtl	solute carrier family 39 (zinc transporter), member 1	protein-coding
clp_H3K4me3_1_peak_6412	chr16	91372680	91373680	+	122	NA	intron (NM_001110498, intron 1 of 6)	CpG	397	NM_001110498	15976	Mm.6834	NM_010509	ENSMUSG00000022971	Ifnar2	AI747302|Ifnar-2	interferon (alpha and beta) receptor 2	protein-coding
clp_H3K4me3_1_peak_2704	chr11	82764310	82765310	+	122	NA	promoter-TSS (NM_001291242)	promoter-TSS (NM_001291242)	465	NM_025884	66983	Mm.29622	NM_025884	ENSMUSG00000046010	Zfp830	2410003C20Rik|AV301118|AW048207|Ccdc16|Omcg1|Znf830	zinc finger protein 830	protein-coding
clp_H3K4me3_1_peak_14131	chr7	44553187	44554187	+	122	NA	5' UTR (NM_001285519, exon 2 of 10)	5' UTR (NM_001285519, exon 2 of 10)	278	NM_001285519	22260	Mm.968	NM_009473	ENSMUSG00000060601	Nr1h2	AI194859|LXR|LXRB|LXRBSV|LXRbeta|NER1|OR-1|RIP15|UR|Unr|Unr2	nuclear receptor subfamily 1, group H, member 2	protein-coding
clp_H3K4me3_1_peak_16802	chrX	50549774	50550774	+	122	NA	intron (NR_131207, intron 2 of 2)	intron (NR_131207, intron 2 of 2)	12885	NR_131207	102639259	Mm.350898	NR_131207		Gm35612	-	predicted gene, 35612	ncRNA
clp_H3K4me3_1_peak_15463	chr8	95806640	95807640	+	122	NA	non-coding (NR_015574, exon 1 of 4)	non-coding (NR_015574, exon 1 of 4)	310	NR_015574	319960	Mm.386996	NR_015574	ENSMUSG00000074136	4930513N10Rik	-	RIKEN cDNA 4930513N10 gene	ncRNA
clp_H3K4me3_1_peak_10408	chr3	116006680	116007680	+	122	NA	promoter-TSS (NM_021388)	promoter-TSS (NM_021388)	226	NM_023214	66500	Mm.34550	NM_023214	ENSMUSG00000054414	Slc30a7	1810059J10Rik|2610034N15Rik|4833428C12Rik|AI467242|ZnT-7|ZnT7|Zntl2	solute carrier family 30 (zinc transporter), member 7	protein-coding
clp_H3K4me3_1_peak_2360	chr11	59838588	59839588	+	122	NA	intron (NM_011991, intron 1 of 11)	intron (NM_011991, intron 1 of 11)	679	NM_011991	26572	Mm.40	NM_011991	ENSMUSG00000019373	Cops3	Csn3|Sgn3	COP9 signalosome subunit 3	protein-coding
clp_H3K4me3_1_peak_6168	chr16	31948447	31949447	+	122	NA	promoter-TSS (NR_027897)	promoter-TSS (NR_027897)	401	NM_026554	68092	Mm.290027	NM_026554	ENSMUSG00000022774	Ncbp2	20kDa|5930413E18Rik|AA536802|AI843301|C79367	nuclear cap binding protein subunit 2	protein-coding
clp_H3K4me3_1_peak_7374	chr18	5592429	5593429	+	122	NA	promoter-TSS (NR_033552)	intron (NM_001360981, intron 1 of 8)	282	NM_001360982	21417	Mm.3929	NM_011546	ENSMUSG00000024238	Zeb1	3110032K11Rik|AREB6|BZP|MEB1|Nil2|TCF-8|Tcf18|Tcf8|Tw|ZEB|Zfhep|Zfhx1a|Zfx1a|Zfx1ha|[delta]EF1	zinc finger E-box binding homeobox 1	protein-coding
clp_H3K4me3_1_peak_10195	chr3	94837879	94838879	+	122	NA	intron (NM_001368812, intron 1 of 16)	intron (NM_001368812, intron 1 of 16)	942	NM_172683	229584	Mm.274787	NM_172683	ENSMUSG00000038902	Pogz	9530006B08Rik	pogo transposable element with ZNF domain	protein-coding
clp_H3K4me3_1_peak_8897	chr2	60036838	60037838	+	122	NA	intron (NM_001001182, intron 2 of 35)	intron (NM_001001182, intron 2 of 35)	61397	NM_001370942	667103	Mm.491257	NM_001370942		Gm13570	-	predicted gene 13570	protein-coding
clp_H3K4me3_1_peak_4321-2	chr13	54686599	54687599	+	122	NA	intron (NR_027395, intron 1 of 10)	CpG	709	NM_134064	105239	Mm.25366	NM_134064	ENSMUSG00000034928	Rnf44	AI854545|mKIAA1100	ring finger protein 44	protein-coding
clp_H3K4me3_1_peak_8743	chr2	32362487	32363487	+	122	NA	promoter-TSS (NM_001252538)	promoter-TSS (NM_001252538)	-23	NM_001252538	68379	Mm.170508	NM_028412	ENSMUSG00000039205	Ciz1	0610038H21Rik|2900056O04Rik|LSFR1|ZNF356	CDKN1A interacting zinc finger protein 1	protein-coding
clp_H3K4me3_1_peak_5863	chr15	99874795	99875795	+	122	NA	intron (NM_001113545, intron 1 of 10)	CpG	161	NM_001113545	65970	Mm.33207	NM_023063	ENSMUSG00000023022	Lima1	Eplin	LIM domain and actin binding 1	protein-coding
clp_H3K4me3_1_peak_9856	chr3	32708698	32709698	+	122	NA	intron (NM_019673, intron 1 of 13)	CpG	652	NM_019673	56456	Mm.41077	NM_019673	ENSMUSG00000027671	Actl6a	2810432C06Rik|AI851094|ARP4|Actl6|Baf53a|C79802	actin-like 6A	protein-coding
clp_H3K4me3_1_peak_8898	chr2	60123948	60124948	+	122	NA	intron (NM_001001182, intron 1 of 35)	intron (NM_001001182, intron 1 of 35)	1292	NM_001001182	407823	Mm.228071	NM_001001182	ENSMUSG00000026987	Baz2b	5830435C13Rik|BC053917|D2Ertd794e	bromodomain adjacent to zinc finger domain, 2B	protein-coding
clp_H3K4me3_1_peak_12079	chr5	72868137	72869137	+	122	NA	promoter-TSS (NM_001113464)	promoter-TSS (NM_001113464)	-189	NM_001113461	21682	Mm.319581	NM_013689	ENSMUSG00000029217	Tec	-	tec protein tyrosine kinase	protein-coding
clp_H3K4me3_1_peak_13704	chr7	4460409	4461409	+	122	NA	Intergenic	Intergenic	-3826	NM_026146	67425	Mm.360392	NM_026146	ENSMUSG00000006154	Eps8l1	2310051G19Rik|4632407K17Rik|AW060268|DRC3|EPS8R1	EPS8-like 1	protein-coding
clp_H3K4me3_1_peak_7668	chr18	61726196	61727196	+	122	NA	promoter-TSS (NM_021296)	promoter-TSS (NM_021296)	306	NR_029432	68982	Mm.441992	NR_029432	ENSMUSG00000098702	1500015A07Rik	-	RIKEN cDNA 1500015A07 gene	ncRNA
clp_H3K4me3_1_peak_8127	chr19	27429876	27430876	+	122	NA	promoter-TSS (NM_177474)	promoter-TSS (NM_177474)	339	NR_027987	107372	Mm.17942	NM_175354		C030016D13Rik	AW413347	RIKEN cDNA C030016D13 gene	ncRNA
clp_H3K4me3_1_peak_919	chr1	179545181	179546181	+	122	NA	promoter-TSS (NM_146105)	promoter-TSS (NM_146105)	595	NM_008249	15278	Mm.293529	NM_008249	ENSMUSG00000026492	Tfb2m	Hkp1	transcription factor B2, mitochondrial	protein-coding
clp_H3K4me3_1_peak_14332	chr7	80535008	80536008	+	122	NA	promoter-TSS (NM_007550)	promoter-TSS (NM_007550)	-389	NM_001042527	12144	Mm.12932	NM_007550	ENSMUSG00000030528	Blm	-	Bloom syndrome, RecQ like helicase	protein-coding
clp_H3K4me3_1_peak_4396-2	chr13	64151950	64152950	+	122	NA	promoter-TSS (NM_001361047)	promoter-TSS (NM_001361047)	-77	NM_001361047	238673	Mm.300065	NM_175494	ENSMUSG00000044934	Zfp367	8030486J21Rik|ZFF29a|ZFF29b|Znf367	zinc finger protein 367	protein-coding
clp_H3K4me3_1_peak_5784	chr15	93397500	93398500	+	122	NA	promoter-TSS (NM_001285864)	promoter-TSS (NM_001285864)	334	NM_001347097	67197	Mm.293181	NM_026025	ENSMUSG00000022635	Zcrb1	2700088M22Rik|Madp-1	zinc finger CCHC-type and RNA binding motif 1	protein-coding
clp_H3K4me3_1_peak_7606	chr18	46573972	46574972	+	122	NA	promoter-TSS (NM_173394)	promoter-TSS (NM_173394)	61	NM_173394	225471	Mm.149280	NM_173394	ENSMUSG00000056130	Ticam2	B430113A10|TICAM-2|TRAM|Tirp|Trif	toll-like receptor adaptor molecule 2	protein-coding
clp_H3K4me3_1_peak_13642	chr6	143099190	143100190	+	122	NA	exon (NM_029897, exon 2 of 25)	exon (NM_029897, exon 2 of 25)	462	NM_001286578	74741	Mm.130260	NM_029081	ENSMUSG00000030279	C2cd5	5730419I09Rik|C030008B15Rik|CDP138	C2 calcium-dependent domain containing 5	protein-coding
clp_H3K4me3_1_peak_13736	chr7	5080149	5081149	+	122	NA	TTS (NM_001205231)	TTS (NM_001205231)	414	NM_010147	13854	Mm.3091	NM_010147	ENSMUSG00000035203	Epn1	AA269831|Ibp1	epsin 1	protein-coding
clp_H3K4me3_1_peak_7231-2	chr17	71598081	71599081	+	122	NA	promoter-TSS (NR_027953)	promoter-TSS (NR_027953)	180	NR_027952	68789	Mm.75202	NR_015549	ENSMUSG00000085492	Trmt61b	1110039F03Rik|623451|Gm6431	tRNA methyltransferase 61B	ncRNA
clp_H3K4me3_1_peak_12612-2	chr5	135488769	135489769	+	122	NA	intron (NM_146001, intron 1 of 30)	CpG	55853	NM_146001	215114	Mm.280805	NM_146001	ENSMUSG00000039959	Hip1	2610109B09Rik|A930014B11Rik|E130315I21Rik|mKIAA4113	huntingtin interacting protein 1	protein-coding
clp_H3K4me3_1_peak_4826	chr14	30825437	30826437	+	122	NA	intron (NM_028839, intron 1 of 7)	CpG	343	NM_028839	69179	Mm.143025	NM_028839	ENSMUSG00000006526	Stimate	1810038N08Rik|2310014H19Rik|AW554125|Tmem110	STIM activating enhancer	protein-coding
clp_H3K4me3_1_peak_4995	chr14	55721725	55722725	+	122	NA	promoter-TSS (NM_001360388)	promoter-TSS (NM_001360388)	-23	NM_001360388	56187	Mm.87216	NM_019519	ENSMUSG00000040472	Rabggta	gm	Rab geranylgeranyl transferase, a subunit	protein-coding
clp_H3K4me3_1_peak_4562	chr13	98262153	98263153	+	122	NA	promoter-TSS (NM_001271389)	promoter-TSS (NM_001271389)	339	NM_178918	105372	Mm.28221	NM_178918	ENSMUSG00000041747	Utp15	AW544865	UTP15 small subunit processome component	protein-coding
clp_H3K4me3_1_peak_6648	chr17	24478539	24479539	+	122	NA	promoter-TSS (NM_001252465)	promoter-TSS (NM_001252465)	39	NM_001252463	56716	Mm.289516	NM_019988	ENSMUSG00000024142	Mlst8	0610033N12Rik|AA409454|AI505104|AI851821|Gbl	MTOR associated protein, LST8 homolog (S. cerevisiae)	protein-coding
clp_H3K4me3_1_peak_3330	chr11	120783812	120784812	+	122	NA	promoter-TSS (NM_001177874)	promoter-TSS (NM_001177874)	42	NM_001346709	209318	Mm.30195	NM_145370	ENSMUSG00000025156	Gps1	Cops1|Csn1|R75577|Sgn1	G protein pathway suppressor 1	protein-coding
clp_H3K4me3_1_peak_4074	chr13	21735099	21736099	+	122	NA	TTS (NM_178210)	TTS (NM_178210)	565	NM_178210	319159		NM_178210	ENSMUSG00000067455	Hist1h4j	-	histone cluster 1, H4j	protein-coding
clp_H3K4me3_1_peak_5974	chr16	4938716	4939716	+	122	NA	TTS (NM_029657)	TTS (NM_029657)	105	NM_001316715	66911	Mm.428698	NM_025839	ENSMUSG00000022516	Nudt16l1	1110001K21Rik|5330437I08Rik|Sdos	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1	protein-coding
clp_H3K4me3_1_peak_16745	chrX	20848386	20849386	+	122	NA	intron (NM_001159645, intron 1 of 5)	intron (NM_001159645, intron 1 of 5)	343	NM_009703	11836	Mm.220946	NM_009703	ENSMUSG00000001127	Araf	1200013E08Rik|A-Raf|AW495444|Araf1	Araf proto-oncogene, serine/threonine kinase	protein-coding
clp_H3K4me3_1_peak_12795	chr5	147894072	147895072	+	122	NA	5' UTR (NM_027872, exon 1 of 6)	5' UTR (NM_027872, exon 1 of 6)	243	NM_001357002	71706	Mm.153218	NM_027872	ENSMUSG00000029650	Slc46a3	1200006F02Rik	solute carrier family 46, member 3	protein-coding
clp_H3K4me3_1_peak_9314	chr2	127269392	127270392	+	122	NA	promoter-TSS (NM_001362684)	promoter-TSS (NM_001362684)	-337	NM_139308	99138	Mm.41271	NM_139308	ENSMUSG00000027367	Stard7	AI852671|AL022671|AW544915	START domain containing 7	protein-coding
clp_H3K4me3_1_peak_7883	chr19	5272207	5273207	+	122	NA	exon (NM_153129, exon 1 of 24)	exon (NM_153129, exon 1 of 24)	400	NM_001362451	107975	Mm.234923	NM_153129	ENSMUSG00000024855	Pacs1	AI325977	phosphofurin acidic cluster sorting protein 1	protein-coding
clp_H3K4me3_1_peak_6497	chr17	3556911	3557911	+	122	NA	promoter-TSS (NR_045303)	promoter-TSS (NR_045303)	344	NM_146074	224481	Mm.226554	NM_146074	ENSMUSG00000036983	Tfb1m	AI429207|mtTFB1	transcription factor B1, mitochondrial	protein-coding
clp_H3K4me3_1_peak_12650	chr5	137333345	137334345	+	122	NA	promoter-TSS (NM_031406)	promoter-TSS (NM_031406)	-263	NM_031406	83704	Mm.235625	NM_031406	ENSMUSG00000037344	Slc12a9	CIP1	solute carrier family 12 (potassium/chloride transporters), member 9	protein-coding
clp_H3K4me3_1_peak_4919	chr14	51065027	51066027	+	122	NA	Intergenic	Intergenic	5915	NM_207558	404319	Mm.377276	NM_207558	ENSMUSG00000035932	Olfr750	GA_x5J8B7W5WBF-6267395-6266441|GA_x6K02T2PMLR-6808276-6807281|MOR103-18	olfactory receptor 750	protein-coding
clp_H3K4me3_1_peak_1335	chr10	59221065	59222065	+	122	NA	promoter-TSS (NM_172939)	promoter-TSS (NM_172939)	282	NM_001024910	103080	Mm.346842	NM_001024910	ENSMUSG00000019917	Sept10	4921515A04Rik|9430099J10Rik|AA408298|AI874685	septin 10	protein-coding
clp_H3K4me3_1_peak_11577	chr4	147867781	147868781	+	122	NA	promoter-TSS (NM_010244)	promoter-TSS (NM_010244)	438	NM_001025365	28010	Mm.250504	NM_133873	ENSMUSG00000029022	Miip	AA553001|AI853621|D4Wsu114e|IIP45	migration and invasion inhibitory protein	protein-coding
clp_H3K4me3_1_peak_1792	chr10	115385450	115386450	+	122	NA	intron (NM_001033261, intron 1 of 34)	CpG	991	NM_001033261	216345	Mm.207621	NM_001033261	ENSMUSG00000034163	Zfc3h1	BC033596|Ccdc131|Psrc2	zinc finger, C3H1-type containing	protein-coding
clp_H3K4me3_1_peak_1958	chr10	130322768	130323768	+	122	NA	intron (NM_183264, intron 1 of 8)	intron (NM_183264, intron 1 of 8)	416	NM_183264	67596	Mm.131264	NM_183264	ENSMUSG00000034833	Tespa1	5830405N20Rik|A430001F24Rik|AI450549|Itprid3	thymocyte expressed, positive selection associated 1	protein-coding
clp_H3K4me3_1_peak_4396	chr13	64151950	64152950	+	122	NA	promoter-TSS (NM_001361047)	promoter-TSS (NM_001361047)	-77	NM_001361047	238673	Mm.300065	NM_175494	ENSMUSG00000044934	Zfp367	8030486J21Rik|ZFF29a|ZFF29b|Znf367	zinc finger protein 367	protein-coding
clp_H3K4me3_1_peak_16272	chr9	75559002	75560002	+	122	NA	5' UTR (NM_016963, exon 1 of 10)	5' UTR (NM_016963, exon 1 of 10)	155	NM_001357828	50875	Mm.38445	NM_016963	ENSMUSG00000058587	Tmod3	U-Tmod|UTMOD	tropomodulin 3	protein-coding
clp_H3K4me3_1_peak_12612	chr5	135488769	135489769	+	122	NA	intron (NM_146001, intron 1 of 30)	CpG	55853	NM_146001	215114	Mm.280805	NM_146001	ENSMUSG00000039959	Hip1	2610109B09Rik|A930014B11Rik|E130315I21Rik|mKIAA4113	huntingtin interacting protein 1	protein-coding
clp_H3K4me3_1_peak_4785	chr14	21831391	21832391	+	122	NA	exon (NM_011695, exon 2 of 10)	exon (NM_011695, exon 2 of 10)	330	NM_011695	22334	Mm.262327	NM_011695	ENSMUSG00000021771	Vdac2	Vdac6|mVDAC2|mVDAC6	voltage-dependent anion channel 2	protein-coding
clp_H3K4me3_1_peak_7231	chr17	71598081	71599081	+	122	NA	promoter-TSS (NR_027953)	promoter-TSS (NR_027953)	180	NR_027952	68789	Mm.75202	NR_015549	ENSMUSG00000085492	Trmt61b	1110039F03Rik|623451|Gm6431	tRNA methyltransferase 61B	ncRNA
clp_H3K4me3_1_peak_1316	chr10	56228506	56229506	+	122	NA	promoter-TSS (NM_001033385)	promoter-TSS (NM_001033385)	-317	NM_001033385	544696	Mm.411188	NM_001033385	ENSMUSG00000038122	Tbc1d32	Bromi|C6orf170|D630037F22Rik|b2b2284Clo	TBC1 domain family, member 32	protein-coding
clp_H3K4me3_1_peak_12973	chr6	37441352	37442352	+	122	NA	5' UTR (NM_178661, exon 1 of 12)	5' UTR (NM_178661, exon 1 of 12)	296	NM_178661	208647	Mm.169929	NM_178661	ENSMUSG00000038648	Creb3l2	BBF2H7|C530025K05Rik|SCIRR69	cAMP responsive element binding protein 3-like 2	protein-coding
clp_H3K4me3_1_peak_14293-2	chr7	75847900	75848900	+	122	NA	promoter-TSS (NM_001122780)	promoter-TSS (NM_001122780)	62	NM_182782	207952	Mm.206223	NM_029652	ENSMUSG00000055652	Klhl25	2810402K13Rik|BC027373|Enc-1	kelch-like 25	protein-coding
clp_H3K4me3_1_peak_12430	chr5	121190700	121191700	+	122	NA	intron (NM_001109992, intron 1 of 15)	CpG	197	NM_001109992	19247	Mm.8681	NM_011202	ENSMUSG00000043733	Ptpn11	2700084A17Rik|AW536184|PTP1D|PTP2C|SAP-2|SH-PTP2|SH-PTP3|SHP-2|Shp2|Syp	protein tyrosine phosphatase, non-receptor type 11	protein-coding
clp_H3K4me3_1_peak_10619	chr3	158036460	158037460	+	122	NA	promoter-TSS (NM_001093752)	promoter-TSS (NM_001093752)	278	NM_001359763	67144	Mm.358704	NM_024194	ENSMUSG00000063052	Lrrc40	2610040E16Rik|AI837674	leucine rich repeat containing 40	protein-coding
clp_H3K4me3_1_peak_13899	chr7	25236837	25237837	+	122	NA	intron (NM_001031667, intron 1 of 10)	intron (NM_001031667, intron 1 of 10)	514	NM_001031667	606496	Mm.491101	NM_001031667	ENSMUSG00000057177	Gsk3a	2700086H06Rik	glycogen synthase kinase 3 alpha	protein-coding
clp_H3K4me3_1_peak_16313	chr9	82829360	82830360	+	122	NA	promoter-TSS (NM_001168240)	promoter-TSS (NM_001168240)	54	NM_001168240	65099	Mm.41415	NM_022986	ENSMUSG00000032251	Irak1bp1	4921528N06Rik|AI851240|Aabp3|Aip70|Simpl	interleukin-1 receptor-associated kinase 1 binding protein 1	protein-coding
